category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Nomenclatura náutica,&lt;p&gt;¿Qué es el barbotén?&lt;/p&gt;,,,radio,1,,,,off,off,1,Un tambor firmemente unido al otro extremo del eje del molinete.::0::0::::::A::1::::;;La pieza que permite embragar y desembragar el eje del molinete.::0::0::::::A::2::::;;Una máquina eléctrica o hidráulica que se emplea para virar y arriar la cadena del ancla.::0::0::::::A::3::::;;Una corona con muescas donde se acoplan los eslabones de la cadena.::1::0::::::A::4::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,1
Carta de navegación,&lt;p&gt;¿Cuál es la distancia entre el faro Punta Europa y el faro Punta Almina?&lt;/p&gt;,,,radio,1,,,,off,off,1,"13 millas,::1::0::::::A::9525::::;;13,3 millas.::0::0::::::A::9526::::;;1,3 millas.::0::0::::::A::9527::::;;12,8 millas.::0::0::::::A::9528::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2382
Carta de navegación,"&lt;p&gt;Hallar la sonda en el momento de la segunda bajamar el día 07 de abril de 2019 en Camariñas con una presión atmosférica de 996 mb y una sonda en la carta de 6,12 metros.&lt;/p&gt;",,,radio,1,,,,off,off,1,"6,96 metros.::1::0::::::A::9529::::;;6,62 metros.::0::0::::::A::9530::::;;6,88 metros.::0::0::::::A::9531::::;;6,54 metros.::0::0::::::A::9532::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2383
Carta de navegación,"&lt;p&gt;Hallar la situación verdadera a partir de los siguientes datos: CT:2(+). Demora de aguja a punta Paloma: 054"". Demora de aguja a Isla de Tarifa: 088"".&lt;/p&gt;",,,radio,1,,,,off,off,1,"l=36ª00,1'N L=005º50,2'W.::1::0::::::A::9533::::;;l=36ª00,1'N L=005º49,6'W.::0::0::::::A::9534::::;;l=35ª59,8'N L=005º49,6'W.::0::0::::::A::9535::::;;l=36ª01'N   L=005º50,2'W.::0::0::::::A::9536::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2384
Carta de navegación,"&lt;p&gt;Siendo HRB 0906 y estando situados en la oposición del faro de Cabo Roche y el faro de Cabo Trafalgar y a 2,8 millas del faro de Cabo Trafalgar, ponemos rumbo a la Punta de los Judíos. Calcular la situación de estima a las HRB 1212 si llevamos una velocidad de 7 nudos.&lt;/p&gt;",,,radio,1,,,,off,off,1,"l=35º 53,3'N L=005º 53,5'W.::1::0::::::A::9537::::;;l=35º 53'N   L=005º 54'W.::0::0::::::A::9538::::;;l=35º 53,3'N L=005º 52,9'W.::0::0::::::A::9539::::;;l=35º 54,2'N L=005º 54'W.::0::0::::::A::9540::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2385
Nomenclatura náutica,"&lt;p&gt;Si el calado de proa aumenta, podemos afirmar que:&lt;/p&gt;",,,radio,1,,,,off,off,1,El puntal de la embarcación a proa disminuirá.::0::0::::::A::9541::::;;La roda de la embarcación emergerá del agua.::0::0::::::A::9542::::;;El francobordo a proa no se modifica al no estar influenciado por el calado.::0::0::::::A::9543::::;;El puntal de la embarcación a proa no variará.::1::0::::::A::9544::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2386
Nomenclatura náutica,&lt;p&gt;Se conoce como guardín:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Al cabo, cadena, cable o varilla que aguanta o controla la caña del timón.::1::0::::::A::9545::::;;A la parte superior del timón en la cual se hace firme la caña que le hace girar y que atraviesa el casco por un agujero que se llama limera.::0::0::::::A::9546::::;;Al agujero del casco por el que pasa la mecha del timón.::0::0::::::A::9547::::;;Al plano vertical que puede pivotar a fin de desviar el flujo del agua bajo el casco para cambiar la dirección de la embarcación.::0::0::::::A::9548::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2387
Nomenclatura náutica,&lt;p&gt;La parte de la hélice que en movimiento tiene superficie suficiente para desplazar un volumen de agua que consiga mover la embarcación se denomina:&lt;/p&gt;,,,radio,1,,,,off,off,1,Capacete.::0::0::::::A::9549::::;;Pala.::1::0::::::A::9550::::;;Limera.::0::0::::::A::9551::::;;Bocina.::0::0::::::A::9552::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2388
Nomenclatura náutica,&lt;p&gt;Si le indicamos a una persona a bordo de nuestra embarcación que se coloque en la banda de barlovento:&lt;/p&gt;,,,radio,1,,,,off,off,1,Se colocará en la banda hacia donde va el viento.::0::0::::::A::9553::::;;Se colocará en la banda por donde viene el viento.::1::0::::::A::9554::::;;Se colocará en cualquier caso en la banda de estribor de la embarcación.::0::0::::::A::9555::::;;Se colocará en la zona de popa de la embarcación.::0::0::::::A::9556::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2389
Elementos de amarre y fondeo,&lt;p&gt;¿Cuál de los siguientes nudos es el más indicado para unir dos cabos de la misma mena?&lt;/p&gt;,,,radio,1,,,,off,off,1,Un cote.::0::0::::::A::9557::::;;Un ballestrinque.::0::0::::::A::9558::::;;Un nudo llano.::1::0::::::A::9559::::;;Un as de guía.::0::0::::::A::9560::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2390
Elementos de amarre y fondeo,&lt;p&gt;¿Cuál de las siguientes afirmaciones relativas al fondeo es FALSA?&lt;/p&gt;,,,radio,1,,,,off,off,1,Un barco fondeado bornea cuando da vueltas alrededor del ancla por acción del viento o la corriente.::0::0::::::A::9561::::;;Los tenederos de mejor agarre son los de piedra y roca.::1::0::::::A::9562::::;;El orinque es un cabo fino amarrado por un extremo a la cruz del ancla y por el otro a un boyarín para balizar el ancla.::0::0::::::A::9563::::;;Durante el fondeo se tomará varias marcaciones o enfilaciones a puntos de tierra para situar el barco y se comprobará la sonda bajo la quilla.::0::0::::::A::9564::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2391
Seguridad,"&lt;p&gt;Respecto al reflector de radar, indique qué afirmación es FALSA:&lt;/p&gt;",,,radio,1,,,,off,off,1,Se emplea para mejorar el eco de una emisión electromagnética que emite la antena del radar.::0::0::::::A::9565::::;;Es un cuerpo poliédrico.::0::0::::::A::9566::::;;Su uso es obligatorio para las embarcaciones cuyo casco sea metálico.::1::0::::::A::9567::::;;Es conveniente llevarlo siempre izado para facilitar la detección de nuestro barco por otros que naveguen por la zona.::0::0::::::A::9568::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2392
Seguridad,&lt;p&gt;En caso de navegar con niebla señale la afirmación INCORRECTA:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Se reducirá la velocidad, no llegando en ningún caso a suprimir la arrancada.::1::0::::::A::9569::::;;Se pondrán en marcha los aparatos radioeléctricos de ayuda a la navegación: radar, AIS, sonda, etc.::0::0::::::A::9570::::;;Se harán las señales fónicas reglamentarias.::0::0::::::A::9571::::;;Es conveniente separarse de zonas de mucho tráfico o de recalada, de los estuarios de los ríos y bocanas de los puertos.::0::0::::::A::9572::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2393
Seguridad,"&lt;p&gt;En caso de emergencia, para contactar con Salvamento Marítimo:&lt;/p&gt;",,,radio,1,,,,off,on,1,"Puede utilizarse la estación radio de a bordo, si bien la mejor opción es siempre llamar desde un teléfono móvil al número de emergencias 902 202 202, ya que de este modo pueden geolocalizarnos.::0::0::::::A::9573::::;;Podrá llamarse al teléfono de emergencias 902 202 202.::0::0::::::A::9574::::;;En horario nocturno, fines de semana y festivos, la mejor opción es llamar al 112 desde el teléfono móvil.::0::0::::::A::9575::::;;Se utilizará únicamente la estación radio de a bordo en el canal 16 de VHF.::0::0::::::A::9576::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2394
Seguridad,&lt;p&gt;Señale qué método de búsqueda resulta más eficaz cuando se conoce exactamente la posición del objeto siendo el área de búsqueda pequeña:&lt;/p&gt;,,,radio,1,,,,off,off,1,Búsqueda en cuadro expansivo.::0::0::::::A::9577::::;;Maniobra de Anderson.::0::0::::::A::9578::::;;Búsqueda por sectores.::1::0::::::A::9579::::;;Maniobra de Boutakow.::0::0::::::A::9580::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2395
Legislación,&lt;p&gt;En las bocanas de los puertos:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Los buques de eslora inferior a 20 metros, o los buques de vela no estorbarán el tránsito de un buque que sólo pueda navegar con seguridad dentro de un paso o canal angosto.::1::0::::::A::9581::::;;Los buques que entran tiene preferencia sobre los que salen.::0::0::::::A::9582::::;;Todo buque al entrar tiene que navegar a una velocidad de seguridad, definida en la Regla 6 del RIPA como aquella en la que no se formen olas que puedan producir situaciones peligrosas para embarcaciones de pequeño porte y no superen los tres nudos.::0::0::::::A::9583::::;;Los buques dedicados a la pesca no estorbarán el tránsito de ningún otro buque que navegue dentro de la bocana, con exclusión de los veleros y los de eslora inferior a 20 metros.::0::0::::::A::9584::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2396
Legislación,"&lt;p&gt;En el supuesto de observar una bandera roja con una franja en diagonal blanca, se entenderá que:&lt;/p&gt;",,,radio,1,,,,off,off,1,Se debe pasar a estribor de la boya.::0::0::::::A::9585::::;;Hay un buceador sumergido.::1::0::::::A::9586::::;;Se restringe la zona de navegación a no más de tres nudos.::0::0::::::A::9587::::;;Alguna embarcación ha perdido el ancla en dicho lugar.::0::0::::::A::9588::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2397
Balizamiento,"&lt;p&gt;El color de las ""Marcas de Peligro Aislado"" es:&lt;/p&gt;",,,radio,1,,,,off,off,1,Rojo con una o varias anchas bandas horizontales negras.::0::0::::::A::9589::::;;Franjas verticales rojas y blancas.::0::0::::::A::9590::::;;Negro con una o varias anchas bandas horizontales rojas.::1::0::::::A::9591::::;;Amarillo.::0::0::::::A::9592::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2398
Balizamiento,"&lt;p&gt;En el caso de encontrarnos con una boya esférica con franjas verticales rojas y blancas, nos estaría indicando:&lt;/p&gt;",,,radio,1,,,,off,off,1,La ruta que el servicio de señales marítimas competentes considera más apropiada para navegar.::0::0::::::A::9593::::;;Aguas más profundas en la zona en la que se encuentra colocada.::0::0::::::A::9594::::;;Aguas seguras.::1::0::::::A::9595::::;;Un peligro a cuyo alrededor las aguas son navegables.::0::0::::::A::9596::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2399
Balizamiento,&lt;p&gt;Una marca de peligro aislado:&lt;/p&gt;,,,radio,1,,,,off,off,1,Puede estar colocada o fondeada sobre un peligro.::1::0::::::A::9597::::;;Siempre debe estar fondeada en las cercanías de un peligro.::0::0::::::A::9598::::;;Siempre debe de estar colocada en las cercanías de un peligro.::0::0::::::A::9599::::;;Nunca estará fondeada sobre un peligro.::0::0::::::A::9600::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2400
Balizamiento,"&lt;p&gt;Una marca cardinal puede ser utilizada, por ejemplo:&lt;/p&gt;",,,radio,1,,,,off,off,1,Para indicar la sonda máxima en un canal.::0::0::::::A::9601::::;;Para indicar el lado por el que se ha de pasar para salvar un peligro.::1::0::::::A::9602::::;;Para indicar que las aguas más profundas en esa zona se encuentran en el cuadrante opuesto al nombre de la marca.::0::0::::::A::9603::::;;Para indicar el lado por el que se ha de evitar pasar para salvar un peligro.::0::0::::::A::9604::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2401
Balizamiento,&lt;p&gt;Las marcas laterales de estribor de la región A son:&lt;/p&gt;,,,radio,1,,,,off,off,1,"De color verde y de forma cilíndrica, de castillete o espeque.::0::0::::::A::9605::::;;De color verde y de forma cónica, de castillete o espeque.::1::0::::::A::9606::::;;De color rojo.::0::0::::::A::9607::::;;De color rojo y forma cónica, de castillete o espeque.::0::0::::::A::9608::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2402
Reglamento (RIPA),"&lt;p&gt;¿Cuál de las siguientes afirmaciones es FALSA respecto a dos buques de propulsión mecánica que naveguen de ""vuelta encontrada""?&lt;/p&gt;",,,radio,1,,,,off,off,1,"Cada uno de ellos caerá a estribor de forma que pase por la banda de babor del otro.::0::0::::::A::9609::::;;Se considerará que tal situación existe cuando un buque vea al otro por su proa, o casi por su proa, de forma que de noche vería las luces de tope de ambos palos del otro enfiladas o casi enfiladas y/o las dos luces de costado.::0::0::::::A::9610::::;;Se considerará que tal situación existe cuando un buque vea al otro por su proa, o casi por su proa, de forma que de día observaría al otro buque bajo el ángulo de apariencia correspondiente.::0::0::::::A::9611::::;;Se considerará que tal situación existe cuando un buque se aproxime a otro viniendo desde una marcación mayor de 22,5 grados a popa del través de este último.::1::0::::::A::9612::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2403
Reglamento (RIPA),"&lt;p&gt;De acuerdo con la Regla 21.a del RIPA, la ""luz de tope"" es una luz blanca:&lt;/p&gt;",,,radio,1,,,,off,off,1,"Colocada sobre el eje transversal del buque, que muestra su luz sin interrupción en todo un arco el horizonte de 112,5 grados, fijada de forma que sea visible desde la proa hasta 12,5 grados a popa del través de cada costado del buque.::0::0::::::A::9613::::;;Colocada sobre el eje transversal del buque, que muestra su luz sin interrupción en todo un arco el horizonte de 135 grados, fijada de forma que sea visible desde la proa hasta 12,5 grados a popa el través de cada costado del buque.::0::0::::::A::9614::::;;Colocada sobre el eje longitudinal del buque, que muestra su luz sin interrupción en todo un arco el horizonte de 225 grados, fijada de forma que sea visible desde la proa hasta 22,5 grados a popa el través de cada costado del buque.::1::0::::::A::9615::::;;Colocada sobre el eje longitudinal del buque, que muestra su luz sin interrupción en todo un arco el horizonte de 180 grados, fijada de forma que sea visible desde la proa hasta 22,5 grados a popa el través de cada costado del buque.::0::0::::::A::9616::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2404
Reglamento (RIPA),"&lt;p&gt;Conforme a la Regla 20.a del RIPA, las Reglas de la Parte de luces y marcas deberán cumplirse:&lt;/p&gt;",,,radio,1,,,,off,off,1,"En todas las condiciones meteorológicas.::1::0::::::A::9617::::;;Únicamente en caso de niebla o poca visibilidad, sin perjudicar su carácter distintivo.::0::0::::::A::9618::::;;Desde la puesta del sol hasta su salida y, en ningún caso, se exhibirá otra luz durante ese intervalo.::0::0::::::A::9619::::;;En caso de requerir marcas, las Reglas relativas a luces son de carácter voluntario.::0::0::::::A::9620::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,2405
