category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
"Balizamiento","&lt;p&gt;Una marca de peligro aislado…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Es una marca colocada o fondeada sobre un peligro e indica que está prohibida la navegación a 200mt de ella::0::0::::::A::1434::::;;Es una marca colocada o fondeada sobre un peligro a cuyo alrededor las aguas no son navegables::0::0::::::A::1435::::;;Es una marca colocada o fondeada sobre un peligro a cuyo alrededor las aguas son navegables::1::0::::::A::1436::::;;Es una marca colocada o fondeada sobre un peligro que se encuentra al norte de la misma::0::0::::::A::1437::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","360"
"Balizamiento","&lt;p&gt;En la región A, en el punto de bifurcación de un canal, una marca lateral, de color roja con una banda ancha horizontal verde indica:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Canal principal a babor.::0::0::::::A::1422::::;;Canal principal estribor::1::0::::::A::1423::::;;No indica nada, puesto que esta marca no existe::0::0::::::A::1424::::;;Ninguna de las anteriores::0::0::::::A::1425::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","357"
"Balizamiento","&lt;p&gt;La marca de tope de una marca especial es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Un aspa amarilla en forma de X::1::0::::::A::1418::::;;Un cono rojo::0::0::::::A::1419::::;;Una esfera verde::0::0::::::A::1420::::;;Una esfera roja::0::0::::::A::1421::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","356"
"Balizamiento","&lt;p&gt;Dos conos superpuestos, opuestos por sus bases, como marca de tope de una boya pintada con banda amarilla entre dos bandas negras, indica…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Aguas más profundas al Oeste de la marca::0::0::::::A::1414::::;;Aguas más profundas al Norte de la marca::0::0::::::A::1415::::;;Aguas más profundas al Sur de la marca::0::0::::::A::1416::::;;Aguas más profundas al Este de la marca::1::0::::::A::1417::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","355"
"Balizamiento","&lt;p&gt;¿Cuál es la marca de tope de la marca cardinal Oeste?&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Dos conos superpuestos opuestos por sus vértices::1::0::::::A::1406::::;;Dos conos con el vértice hacia arriba::0::0::::::A::1407::::;;Dos conos con el vértice hacia abajo::0::0::::::A::1408::::;;Dos conos superpuestos, opuestos por sus bases::0::0::::::A::1409::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","353"
"Balizamiento","&lt;p&gt;El color de una marca de peligro aislado es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Verde con franjas horizontales rojas::0::0::::::A::1402::::;;Roja con bandas horizontales verdes::0::0::::::A::1403::::;;Negra con bandas horizontales rojas::1::0::::::A::1404::::;;Negra con bandas horizontales verdes::0::0::::::A::1405::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","352"
"Balizamiento","&lt;p&gt;Las marcas laterales de babor. ¿Qué forma pueden tener?&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Castillete::0::0::::::A::1394::::;;Espeque::0::0::::::A::1395::::;;Cilíndrica::0::0::::::A::1396::::;;Todas las respuestas anteriores son correctas::1::0::::::A::1397::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","350"
"Balizamiento","&lt;p&gt;La marca lateral de babor...&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Boya de espeque de color verde, con marca de tope cono verde::0::0::::::A::1386::::;;Boya cilíndrica de color rojo, con marca de tope cilindro rojo::1::0::::::A::1387::::;;Boya cónica de color rojo, con marca de tope cono de color rojo.::0::0::::::A::1388::::;;Boya castillete de color rojo, con marca de tope cono rojo::0::0::::::A::1389::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","348"
"Balizamiento","&lt;p&gt;Dos conos superpuestos con los vértices hacia arriba, es la marca de tope...&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marca de peligro aislado::0::0::::::A::1378::::;;No existe::0::0::::::A::1379::::;;Marca cardinal norte::1::0::::::A::1380::::;;Ninguna de las respuestas es correcta::0::0::::::A::1381::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","346"
"Balizamiento","&lt;p&gt;Para indicar peligros aislados de dimensiones limitadas enteramente rodeados de aguas navegables, se utilizan…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas cardinales::0::0::::::A::1366::::;;Marcas de peligro aislado::1::0::::::A::1367::::;;Marcas especiales::0::0::::::A::1368::::;;Marcas de aguas navegables::0::0::::::A::1369::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","343"
"Balizamiento","&lt;p&gt;Para indicar una zona o una configuración particular, cuya naturaleza exacta está indicada en carta o publicaciones náuticas, se utilizan las…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas cardinales::0::0::::::A::1354::::;;Marcas de peligro aislado::0::0::::::A::1355::::;;Marcas de aguas navegables::0::0::::::A::1356::::;;Marcas especiales::1::0::::::A::1357::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","340"
"Balizamiento","&lt;p&gt;Una marca de tope consistente en dos conos negros superpuestos con los vértices hacia abajo, se deberá pasar por el cuadrante:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Este::0::0::::::A::1350::::;;Oeste::0::0::::::A::1351::::;;Norte::0::0::::::A::1352::::;;Sur::1::0::::::A::1353::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","339"
"Balizamiento","&lt;p&gt;Las boyas de marcas especiales se utilizan para indicar:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"La situación de granjas marinas::0::0::::::A::1342::::;;La situación de reservas marinas::0::0::::::A::1343::::;;Zonas de ejercicios militares::0::0::::::A::1344::::;;Todas las respuestas son correctas::1::0::::::A::1345::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","337"
"Balizamiento","&lt;p&gt;Boya esférica, con marca de tope esférica a franjas verticales rojas y blancas, es una marca…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"De peligro aislado::0::0::::::A::1334::::;;De aguas navegables::1::0::::::A::1335::::;;Especial::0::0::::::A::1336::::;;Lateral::0::0::::::A::1337::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","335"
"Balizamiento","&lt;p&gt;El tope de las marcas laterales de babor de la Región A es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Un cilindro verde::0::0::::::A::1314::::;;Un cono rojo::0::0::::::A::1315::::;;Un cilindro rojo::1::0::::::A::1316::::;;Un cono verde::0::0::::::A::1317::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","330"
"Balizamiento","&lt;p&gt;Las marcas de tope que indican un peligro aislado son:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Dos conos superpuestos con los vértices hacia abajo::0::0::::::A::1306::::;;Dos esferas negras superpuestas::1::0::::::A::1307::::;;Dos conos superpuestos con los vértices hacia arriba::0::0::::::A::1308::::;;Un aspa amarilla::0::0::::::A::1309::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","328"
"Balizamiento","&lt;p&gt;Para indicar que las aguas más profundas de la zona en que se encuentra colocada son las del cuadrante que da nombre a la marca, se utilizan…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas laterales::0::0::::::A::1298::::;;Marcas de aguas navegables::0::0::::::A::1299::::;;Marcas de peligro aislado::0::0::::::A::1300::::;;Marcas cardinales::1::0::::::A::1301::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","326"
"Balizamiento","&lt;p&gt;Para indicar los lados de babor y estribor de la derrota que debe seguir en un canal, se utilizan las…&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marcas cardinales::0::0::::::A::1294::::;;Marcas laterales::1::0::::::A::1295::::;;Marcas de peligro aislado::0::0::::::A::1296::::;;Marcas especiales::0::0::::::A::1297::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","325"
"Balizamiento","&lt;p&gt;En una marca de peligro aislado el ritmo y el color de su luz es:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Dos destellos de color rojo::0::0::::::A::1286::::;;Grupo de dos destellos de color verde::0::0::::::A::1287::::;;Grupo de dos destellos de color blanco::1::0::::::A::1288::::;;Un destello de color blanco::0::0::::::A::1289::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","323"
"Balizamiento","&lt;p&gt;Una luz amarilla en una boya, significa:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Marca especial::1::0::::::A::1270::::;;Marca cardinal norte::0::0::::::A::1271::::;;Canal a estribor::0::0::::::A::1272::::;;Peligro aislado::0::0::::::A::1273::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","319"
"Balizamiento","&lt;p&gt;¿Cuál es la marca de tope de un espeque que indica aguas navegables?:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Dos conos negros superpuestos::0::0::::::A::1266::::;;Dos esferas negras superpuestas::0::0::::::A::1267::::;;Una esfera roja::1::0::::::A::1268::::;;Un aspa::0::0::::::A::1269::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","318"
"Balizamiento","&lt;p&gt;Un espeque de color negro con una franja central roja, nos indica la existencia de:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Aguas navegables::0::0::::::A::1250::::;;Peligro especial::0::0::::::A::1251::::;;Peligro aislado::1::0::::::A::1252::::;;Peligro sumergido::0::0::::::A::1253::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","314"
"Balizamiento","&lt;p&gt;Una marca cardinal este, tiene como marca de tope:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Dos conos negros superpuestos, opuestos por la base::1::0::::::A::1246::::;;Dos conos negros superpuestos, unidos por el vértice::0::0::::::A::1247::::;;Dos conos negros superpuestos, con el vértice hacia arriba::0::0::::::A::1248::::;;Dos conos negros superpuestos, con el vértice hacia abajo::0::0::::::A::1249::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","313"
"Balizamiento","&lt;p&gt;Las marcas laterales de la región A utilizan los siguientes colores para indicar los lados de un canal:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Amarillo y verde::0::0::::::A::1238::::;;Rojo y verde::1::0::::::A::1239::::;;Amarillo y rojo::0::0::::::A::1240::::;;Naranja y amarillo::0::0::::::A::1241::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","311"
"Balizamiento","&lt;p&gt;Boya de castillete de color amarillo con banda ancha horizontal negra, y cuya marca de tope son 2 conos negros superpuestos opuestos por sus vértices, indica...&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Aguas navegables al Sur de la marca::0::0::::::A::1230::::;;Aguas navegables al Oeste de la marca::1::0::::::A::1231::::;;Aguas navegables al Este de la marca::0::0::::::A::1232::::;;Ninguna de las respuestas es correcta::0::0::::::A::1233::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","309"
"Balizamiento","&lt;p&gt;Las marcas laterales de babor. ¿Qué forma pueden tener?&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Castillete::0::0::::::A::1222::::;;Espeque::0::0::::::A::1223::::;;Cilíndrica::0::0::::::A::1224::::;;Todas las respuestas anteriores son correctas::1::0::::::A::1225::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","307"
"Balizamiento","&lt;p&gt;Las boyas de marcas especiales se utilizan para indicar:&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"La situación de granjas marinas::0::0::::::A::1214::::;;La situación de reservas marinas::0::0::::::A::1215::::;;Zonas de ejercicios militares::0::0::::::A::1216::::;;Todas las respuestas son correctas::1::0::::::A::1217::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","305"
"Balizamiento","&lt;p&gt;Boya de color negro, con varias bandas horizontales rojas y con la marca de tope de dos esferas negras superpuestas,...&lt;/p&gt;",,"",radio,1,"","","",off,off,1,"Indica un punto de recalada::0::0::::::A::1206::::;;Define los ejes de un canal::0::0::::::A::1207::::;;Indica un peligro aislado::1::0::::::A::1208::::;;No existe::0::0::::::A::1209::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,"","303"
