category,question,question_image,question_hint,type,published,wrong_answer_text,right_answer_text,explanation,user_explanation,not_influence_to_score,weight,answers,options,question_title,tags,id
Reglamento (RIPA),&lt;p&gt;Las luces de costado serán:&lt;/p&gt;,,,radio,1,,,,off,off,1,Roja a estribor y verde a babor.::0::0::::::A::24205::::;;Roja a babor y verde a estribor.::1::0::::::A::24206::::;;Blancas todo horizonte.::0::0::::::A::24207::::;;Amarilla centelleante.::0::0::::::A::24208::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6052
Reglamento (RIPA),"&lt;p&gt;¿Cuáles son las luces mínimas exigibles a una embarcación de propulsión mecánica menor de 7 metros de eslora, navegando a menos de 7 nudos?&lt;/p&gt;",,,radio,1,,,,off,off,1,"Tope, costados y alcance.::0::0::::::A::24209::::;;Todo horizonte (blanca).::1::0::::::A::24210::::;;Costados y alcance.::0::0::::::A::24211::::;;Todo horizonte (blanca) y costados.::0::0::::::A::24212::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6053
Reglamento (RIPA),&lt;p&gt;Un velero navegando de noche podrá exhibir:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Las luces de costado, la de alcance, el tope de proa y dos luces todo horizonte, roja la superior y verde la inferior.::0::0::::::A::24213::::;;Las luces de costado, la de alcance y el tope de proa.::0::0::::::A::24214::::;;Las luces de costado, la de alcance y dos luces todo horizonte, roja la superior y verde la inferior.::1::0::::::A::24215::::;;Las luces de costado y una luz todo horizonte.::0::0::::::A::24216::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6054
Reglamento (RIPA),"&lt;p&gt;¿Qué tipo de marca de día deberán exhibir los buques de propulsión mecánica, en navegación?&lt;/p&gt;",,,radio,1,,,,off,off,1,Ninguna.::1::0::::::A::24217::::;;Cónica con vértice hacia arriba.::0::0::::::A::24218::::;;Cónica con vértice hacia abajo.::0::0::::::A::24219::::;;Cilíndrica.::0::0::::::A::24220::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6055
Reglamento (RIPA),"&lt;p&gt;Cuando un buque de propulsión mecánica en navegación da ""dos pitadas cortas"" para indicar su maniobra, significa que:&lt;/p&gt;",,,radio,1,,,,off,off,1,Cae a estribor.::0::0::::::A::24221::::;;Está dando atrás.::0::0::::::A::24222::::;;Va a realizar una ciaboga.::0::0::::::A::24223::::;;Cae a babor.::1::0::::::A::24224::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6056
Reglamento (RIPA),&lt;p&gt;Un buque de propulsión mecánica en navegación pero parado y sin arrancada en visibilidad reducida emitirá:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Tres pitadas largas.::0::0::::::A::24225::::;;Una corta seguida de dos largas que no excedan de dos segundos entre ambas.::0::0::::::A::24226::::;;A intervalos que no excedan de dos minutos, dos pitadas largas consecutivas separadas por un intervalo de unos dos segundos entre ambas.::1::0::::::A::24227::::;;Una pitada larga que no exceda de dos minutos.::0::0::::::A::24228::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6057
Maniobra y navegación,"&lt;p&gt;""Lascar"" es:&lt;/p&gt;",,,radio,1,,,,off,off,1,Sinónimo de templar.::0::0::::::A::24229::::;;Aflojar despacio un cabo que estaba tenso.::1::0::::::A::24230::::;;Largar un cabo del noray.::0::0::::::A::24231::::;;Largar un cabo de su bita o cornamusa.::0::0::::::A::24232::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6058
Maniobra y navegación,&lt;p&gt;La arrancada de una embarcación es:&lt;/p&gt;,,,radio,1,,,,off,off,1,Lo que se arrastra del fondo::0::0::::::A::24233::::;;La velocidad y/o movimiento de la embarcación.::1::0::::::A::24234::::;;El desplazamiento máximo.::0::0::::::A::24235::::;;Ninguna de las anteriores es cierta.::0::0::::::A::24236::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6059
Emergencias en la mar,"&lt;p&gt;Un incendio producido por líquidos inflamables, corresponde a la clase:&lt;/p&gt;",,,radio,1,,,,off,off,1,Clase F::0::0::::::A::24237::::;;Clase C::0::0::::::A::24238::::;;Clase B::1::0::::::A::24239::::;;Clase D::0::0::::::A::24240::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6060
Emergencias en la mar,&lt;p&gt;¿Qué características tiene una hemorragia arterial?:&lt;/p&gt;,,,radio,1,,,,off,off,1,"Sangre roja brillante que sale sin presión.::0::0::::::A::24241::::;;Sangre roja oscura que sale de forma continua.::0::0::::::A::24242::::;;Sangre roja oscura que sale sin presión.::0::0::::::A::24243::::;;Sangre roja, brillante, que sale a borbotones.::1::0::::::A::24244::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6061
Emergencias en la mar,"&lt;p&gt;La teoría que explica los cuatro elementos necesarios para la aparición del fuego, es la:&lt;/p&gt;",,,radio,1,,,,off,off,1,Teoría del triángulo del fuego.::0::0::::::A::24245::::;;Teoría del tetraedro del fuego.::1::0::::::A::24246::::;;Teoría del polígono del fuego.::0::0::::::A::24247::::;;Teoría del rombo del fuego.::0::0::::::A::24248::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6062
Meteorología,&lt;p&gt;La presión atmosférica normal es...&lt;/p&gt;,,,radio,1,,,,off,off,1,"1.012 mbar::0::0::::::A::24249::::;;1.013,2 mbar::1::0::::::A::24250::::;;1.013 mbar::0::0::::::A::24251::::;;1.012,2 mbar::0::0::::::A::24252::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6063
Meteorología,"&lt;p&gt;Con un barómetro, medimos:&lt;/p&gt;",,,radio,1,,,,off,off,1,La temperatura del aire.::0::0::::::A::24253::::;;La presión atmosférica.::1::0::::::A::24254::::;;La humedad absoluta.::0::0::::::A::24255::::;;La humedad relativa.::0::0::::::A::24256::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6064
Meteorología,&lt;p&gt;¿Qué aparato es el que mide y registra la temperatura?&lt;/p&gt;,,,radio,1,,,,off,on,1,El termómetro.::0::0::::::A::24257::::;;El barómetro.::0::0::::::A::24258::::;;El termógrafo.::0::0::::::A::24259::::;;El barógrafo.::0::0::::::A::24260::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6065
Meteorología,&lt;p&gt;- Los vientos giran en sentido contrario a las agujas del reloj en...&lt;/p&gt;,,,radio,1,,,,off,off,1,Un anticiclón.::0::0::::::A::24261::::;;Una borrasca.::1::0::::::A::24262::::;;En los dos anteriores.::0::0::::::A::24263::::;;Ninguna es correcta.::0::0::::::A::24264::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6066
Teoría de la navegación,&lt;p&gt;Pasar de cuadrantal a circular el rumbo S50W.&lt;/p&gt;,,,radio,1,,,,off,off,1,130°::0::0::::::A::24265::::;;330º::0::0::::::A::24266::::;;230º::1::0::::::A::24267::::;;030º::0::0::::::A::24268::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6067
Teoría de la navegación,"&lt;p&gt;El valor de la declinación magnética o variación local, Influye según:&lt;/p&gt;",,,radio,1,,,,off,off,1,El rumbo al que naveguemos.::0::0::::::A::24269::::;;La velocidad del buque en ese instante.::0::0::::::A::24270::::;;La zona o área marítima por donde estemos navegando.::1::0::::::A::24271::::;;La distancia a la costa en ese momento.::0::0::::::A::24272::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6068
Teoría de la navegación,&lt;p&gt;Todos los datos que necesite sobre las señales luminosas de las ayudas a la navegación las puede encontrar en:&lt;/p&gt;,,,radio,1,,,,off,off,1,Los derroteros.::0::0::::::A::24273::::;;Las guías de luces.::0::0::::::A::24274::::;;El atlas luminoso.::0::0::::::A::24275::::;;El libro de Faros.::1::0::::::A::24276::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6069
Teoría de la navegación,&lt;p&gt;¿Cómo se llama al círculo máximo que pasa por los polos y por las coordenadas de nuestra situación?&lt;/p&gt;,,,radio,1,,,,off,off,1,Meridiano del lugar.::1::0::::::A::24277::::;;Meridiano de situación.::0::0::::::A::24278::::;;Paralelo de situación.::0::0::::::A::24279::::;;Paralelo del lugar.::0::0::::::A::24280::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6070
Teoría de la navegación,"&lt;p&gt;Las sondas indicadas en la carta de navegación, son referidas al:&lt;/p&gt;",,,radio,1,,,,off,off,1,Cero magnético.::0::0::::::A::24281::::;;Cero hidrográfico.::1::0::::::A::24282::::;;Cero geográfico.::0::0::::::A::24283::::;;Cero topográfico.::0::0::::::A::24284::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6071
Carta de navegación,"&lt;p&gt;Situados sobre la línea que une Punta Cires y el faro de la Isla de Tarifa, y a 5 millas de Punta Cires, navegamos con rumbo verdadero 270º hasta encontrarlos al Norte de Tánger. ¿En qué posición nos encontramos en el punto final al Norte de Tánger?.&lt;/p&gt;",,,radio,1,,,,off,off,1,Latitud: 35º 57.8’N / Longitud: 05º47.4’W::1::0::::::A::24285::::;;Latitud: 35º55’N / Longitud: 05º45’W::0::0::::::A::24286::::;;Latitud: 35º59’N / Longitud: 05º46.2’W::0::0::::::A::24287::::;;Latitud: 35º57’N / Longitud: 05º45.5’W::0::0::::::A::24288::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6072
Carta de navegación,"&lt;p&gt;Navegamos durante 1 hora a 10 nudos, manteniendo el rumbo 270º hasta llegar a un punto B. Llegados a esta posición (Punto B), ponemos rumbo verdadero hacia el puerto de Barbate (extremo muelle). ¿Qué rumbo verdadero debemos poner para llegar al puerto de Barbate?.&lt;/p&gt;",,,radio,1,,,,off,on,1,020º::0::0::::::A::24289::::;;010º::0::0::::::A::24290::::;;015º::0::0::::::A::24291::::;;018º::0::0::::::A::24292::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6073
Carta de navegación,"&lt;p&gt;Seguimos navegando hasta alcanzar la posición C: Latitud: 36º05’N / Longitud: 05º57.4’W, y ponemos rumbo de aguja: 110º. Calcular rumbo verdadero si la declinación magnética es 2º(-) y el desvío es 1º(+).&lt;/p&gt;",,,radio,1,,,,off,off,1,112º::0::0::::::A::24293::::;;100º::0::0::::::A::24294::::;;110º::0::0::::::A::24295::::;;109º::1::0::::::A::24296::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6074
Carta de navegación,"&lt;p&gt;Tras varias horas de navegación, nos encontramos en la bocana del puerto de Algeciras (luz roja). ¿Qué tiempo tardaremos en llegar a Ceuta (luz verde), si nuestra velocidad es de 12 nudos?.&lt;/p&gt;",,,radio,1,,,,off,off,1,1h05m::0::0::::::A::24297::::;;1h21m::1::0::::::A::24298::::;;1h10m::0::0::::::A::24299::::;;1h30m::0::0::::::A::24300::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6075
Nomenclatura náutica,&lt;p&gt;Asiento positivo es…&lt;/p&gt;,,,radio,1,,,,off,off,1,Cuando el calado de proa es mayor que el calado de popa.::0::0::::::A::24301::::;;Cuando el calado de popa es mayor que el calado de proa.::1::0::::::A::24302::::;;El que se produce cuando el desplazamiento supera al arqueo bruto.::0::0::::::A::24303::::;;Las respuestas a) y c) son correctas.::0::0::::::A::24304::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6076
Nomenclatura náutica,&lt;p&gt;El “Puntal” es…&lt;/p&gt;,,,radio,1,,,,off,off,1,"Cada una de las cuadernas que soportan las cubiertas.::0::0::::::A::24305::::;;Eslora máxima entre perpendiculares en buques de pasaje.::0::0::::::A::24306::::;;Máxima dimensión vertical, medida desde la parte superior de la quilla hasta la cubierta principal.::1::0::::::A::24307::::;;Todas las respuestas anteriores son correctas.::0::0::::::A::24308::::;;",bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6077
Nomenclatura náutica,"&lt;p&gt;La pieza gruesa y curva, de madera o hierro, que forma parte de la proa de la nave, se llama:&lt;/p&gt;",,,radio,1,,,,off,off,1,Codaste.::0::0::::::A::24309::::;;Bao.::0::0::::::A::24310::::;;Roda.::1::0::::::A::24311::::;;Regala.::0::0::::::A::24312::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6078
Nomenclatura náutica,&lt;p&gt;Una hélice levógira es la que:&lt;/p&gt;,,,radio,1,,,,off,off,1,Gira hacia la izquierda en la marcha avante.::0::0::::::A::24313::::;;Gira hacia la derecha en la marcha atrás.::1::0::::::A::24314::::;;Gira hacia la derecha en la marcha avante.::0::0::::::A::24315::::;;No gira por estar averiada.::0::0::::::A::24316::::;;,bg_image=::use_html=off::enable_question_text_max_length=off::question_text_max_length=::question_limit_text_type=characters::question_enable_text_message=off::enable_question_number_max_length=off::question_number_max_length=::quiz_hide_question_text=off::enable_max_selection_number=off::max_selection_number=::quiz_question_note_message=::enable_case_sensitive_text=off::enable_min_selection_number=off::min_selection_number=::enable_question_number_min_length=off::question_number_min_length=::enable_question_number_error_message=off::question_number_error_message=::quiz_enable_question_stripslashes=off::quiz_disable_answer_stripslashes=off::answer_slug_max_id=1::answer_incorrect_matches=::enable_question_upload_types=off::question_upload_types=::question_upload_file_max_size=1,,,6079
